"","title","type","score","scored_by","members","episodes","source","start_year"
"20633","Shuiguo Baobei: Shuiguo Zong Dong Yuan","movie",NA,0,23,1,"original",2016
"20634","Wo De Baba Shi Guowang","movie",NA,1,23,1,"original",2017
"20635","Mao Qiu Daya Qi Qu: Lu Zhi Tuo Xian Piaoliu Ji","tv",NA,1,23,52,"original",NA
"20636","Mao Qiu Daya Qi Qu: Lu Zhi Zui Zhang De Lutu","tv",NA,1,23,50,"original",NA
"20637","Tonghua Dongwuyuan","tv",NA,2,23,72,"original",NA
"20638","Shujia Shang De Qimiao Shijie","tv",NA,2,23,110,"book",NA
"20639","Qiu Pao Senlin","tv",NA,2,23,100,"original",NA
"20640","Qihuan Zhi Lu","tv",NA,2,23,20,"original",NA
"20641","Nonodo De Shujia","tv",NA,2,23,60,"original",NA
"20642","Yule Zong Dong Yuan","tv",NA,2,23,101,NA,NA
"20643","Xiao Yu Er Qiyu Ji","tv",NA,3,23,12,"original",NA
"20644","San Zhi Songshu","tv",NA,2,23,52,"original",NA
"20645","San Zhi Songshu: Songshu Xiao Zhen","tv",NA,2,23,52,"original",NA
"20646","San Zhi Songshu: Songshu Xiao Zhen 2","tv",NA,2,23,26,"original",NA
"20647","Dongwu Hechang Tuan","tv",NA,2,23,52,"original",NA
"20648","Biancheng Mao: Cheng Chang Riji","ona",NA,2,23,10,"original",NA
"20649","Meng Ji Xiao Xuetang","tv",NA,2,23,52,"original",NA
"20650","Tiaowei Gongyu","ona",NA,2,23,15,"original",2018
"20651","Tiaowei Gongyu: Xiao Shenghuo Da Daoli","ona",NA,1,23,40,"original",NA
"20652","Wenzhou Naxie Shi","tv",NA,3,23,12,NA,NA
"20653","Chaoji Qiumi","tv",NA,3,23,26,"original",NA
"20654","Ouch, Mama!","tv",NA,1,22,52,"manga",NA
"20655","Jia You Kaixin Guo","tv",NA,2,22,13,NA,NA
"20656","Feilong Tian Jiang","tv",NA,2,22,13,"original",NA
"20657","Mogui Xinpian","tv",NA,1,22,26,"novel",NA
"20658","Tiancai Faming Jia","tv",NA,2,22,52,"original",NA
"20659","Zhonghua Meide","tv",NA,2,22,99,"other",NA
"20660","Shuai Gou Hei Pi","tv",NA,1,22,52,"original",NA
"20661","Shen Gong Chuanqi","movie",NA,3,22,1,"original",NA
"20662","Xiao Zhuoma","tv",NA,2,22,52,"other",NA
"20663","San Zhi Xiao Huli Zhai Putao","movie",NA,3,22,1,"original",NA
"20664","Xiao Zhu Heng Heng","tv",NA,2,22,6,"original",NA
"20665","Fanqie Jiang","tv",NA,3,22,26,"original",NA
"20666","Hahajing Hua Yuan","tv",NA,1,22,13,"novel",NA
"20667","Shen Nao Cong Zi","tv",NA,3,22,52,"original",NA
"20668","De Du Xiao Heshang","tv",NA,2,22,52,NA,NA
"20669","Xiao Bing Zhang Ga","movie",NA,2,22,1,"novel",NA
"20670","Xindongfang Shen Wa (Movie)","movie",NA,1,22,1,"other",2016
"20671","Xi Mu Ba Long Jiazu","tv",NA,1,22,88,"original",NA
"20672","QiQi KeKe Shuo Konglong","tv",NA,2,22,365,"original",NA
"20673","Huazhi De Gushi","tv",NA,1,22,32,"original",NA
"20674","Baozou Donghua 2nd Season","ona",NA,2,22,10,NA,NA
"20675","Baozou LOL 3rd Season","ona",NA,2,22,13,"game",NA
"20676","Lizi Gou He Xiangjiao Hu","tv",NA,4,22,20,"original",NA
"20677","Da Tang Fengyun","movie",NA,1,22,1,NA,NA
"20678","PP Le Fantian","tv",NA,3,22,140,"original",NA
"20679","Canghaisangtian","movie",NA,3,22,1,NA,NA
"20680","Kuang Kuang Riji","ona",NA,2,22,20,"original",NA
"20681","Mimi Jihua","tv",NA,3,22,104,"original",NA
"20682","Xiao Yingtao","tv",NA,4,22,26,"manga",NA
"20683","Xiao Yingtao 2nd Season","tv",NA,4,22,26,"manga",NA
"20684","Xiao Yingtao 3rd Season","tv",NA,4,22,52,"manga",NA
"20685","Xiao Yingtao: Youmo Baodian","tv",NA,4,22,52,"manga",NA
"20686","Hu Die Yu Bai Shu Xian Zi","movie",NA,2,22,1,"original",NA
"20687","Hong Lou Meng (ONA)","ona",NA,1,22,16,"original",NA
"20688","Dou Ding De Kuaile Riji","tv",NA,1,22,104,"original",NA
"20689","Dongbei Meng Shou","ona",NA,3,22,12,"original",NA
"20690","Xiao Yang Crook","ona",NA,2,22,71,"original",NA
"20691","Oyayubi-hime (OVA)","ova",NA,2,22,1,NA,1995
"20692","Hua Guo Shan Chuan","ona",NA,4,22,2,"web novel",2021
"20693","Da Luan","ona",NA,8,22,1,NA,2020
"20694","Zhui Meng Zhe","ona",NA,5,22,1,NA,2019
"20695","Letu","movie",NA,4,22,1,NA,NA
"20696","Guai Cheng","tv",NA,2,21,26,"original",NA
"20697","Fengchen Xiao Youxia","tv",NA,1,21,26,"other",NA
"20698","Hong Haier Chuanqi","tv",NA,1,21,26,"other",NA
"20699","Da Yingxiong Di Qing","tv",NA,5,21,52,NA,NA
"20700","Dongfang Shen Wa","tv",NA,1,21,52,"other",NA
"20701","Jingling Shiji","tv",NA,1,21,52,"original",NA
"20702","QiQi KeKe Lixian Ji","tv",NA,2,21,210,"original",NA
"20703","Zhongguo Nanhai: Hong Zhanhui","tv",NA,3,21,12,NA,NA
"20704","Xingfu Xiao Zhen 2nd Season","ona",NA,2,21,1,"original",NA
"20705","Ludou Wa: Gongyi Xilie","ona",NA,3,21,46,"original",NA
"20706","Shuihu Zuqiu Zhongji Ban: Tian Can Fanji Zhan","movie",NA,1,21,1,"original",NA
"20707","Qi Jian Shang Tianshan","movie",NA,2,21,1,NA,NA
"20708","Fan Dou Tianting","tv",NA,2,21,13,"original",NA
"20709","Wu Liao Kuaihuo","ona",NA,2,21,12,"original",NA
"20710","Yu Shen Chuan: Xun Zhao Shen Li","movie",NA,2,21,1,NA,2018
"20711","Minna ga Oshiete Kuremashita","ova",NA,3,21,4,"picture book",2006
"20712","Tu Hongse De Luotuo","tv",NA,2,20,26,"original",NA
"20713","Lianmeng De Yongshi","ona",NA,2,20,6,"original",NA
"20714","Meng Guo Le Duoduo: Shuiguo Xunzhang","ona",NA,1,20,26,"original",NA
"20715","Rotary Park","ona",NA,5,20,3,"original",NA
"20716","Xue Yu Huo: Xin Zhongguo Shi Zheyang Lian Cheng De","ona",NA,1,20,30,"other",2021
"20717","Chaoji Fangchengshi","tv",NA,3,20,20,"original",NA
"20718","Emono wa Dokoda","ova",NA,3,20,4,"picture book",2006
"20719","Fan Dou Tianting II","tv",NA,2,19,10,"original",NA
"20720","Mabeobsonyeo Dee Dee","tv",NA,2,19,13,"original",2020
"20721","Jiu Cang Miao Wo","ona",NA,1,19,26,NA,NA
"20722","Xinghuo Chuancheng","ona",NA,3,19,4,NA,2021
"20723","Chaoji Fangchengshi 2nd Season","tv",NA,2,19,18,"original",NA
"20724","Tuteng Lingyu","tv",NA,3,18,52,"original",NA
"20725","Chikool Baobei Jihua: Da Ai Wujiang","tv",NA,3,18,5,"original",NA
"20726","Running Man: Pullulluui Yeogseub","movie",NA,2,18,1,"other",2018
"20727","Jiu Cang Miao Wo 2nd Season","ona",NA,2,18,26,NA,NA
"20728","Tube Angel","movie",NA,0,18,1,NA,NA
"20729","Roly Poly Peoples","ona",NA,4,18,NA,"original",2022
"20730","Shengsi Huifang","ona",NA,3,17,20,"manga",2016
"20731","He Laoshi Anquan Ketang","tv",NA,2,17,29,"original",NA
"20732","Jedi Shi Ri","ona",NA,2,17,8,"original",2015
"20733","Congming De Shunliu","ona",NA,2,17,52,"original",2016
"20734","Fei Chai Hu A Ju","ona",NA,1,17,12,"manga",2016
"20735","Mailloui Daemoheom","tv",NA,1,17,26,"original",1999
"20736","Hong Ying Yi Mai","ona",NA,2,17,5,"original",2021
"20737","Pao Pao Meirenyu","ona",NA,2,16,26,NA,NA
"20738","Minnan Yanyu Diangu","tv",NA,2,16,12,"other",NA
"20739","Zhongguo Minsu Gushi","tv",NA,2,16,196,"other",NA
"20740","Congming De Shunliu 2nd Season","tv",NA,2,16,52,"original",2018
"20741","Tuteng Lingyu 2nd Season","tv",NA,3,16,52,"original",NA
"20742","Xing Shou Lieren","tv",NA,2,16,32,"original",NA
"20743","Hen Xi You 2nd Season","ona",NA,1,16,20,"web manga",NA
"20744","Die Di Baobei: Shenqi Ha Ku","tv",NA,2,16,52,"original",NA
"20745","Congming De Shunliu: Teshu Renwu","ona",NA,2,16,10,"original",NA
"20746","Ddwiddwibangbang Kujodae","tv",NA,2,16,104,"original",NA
"20747","Longlong Juggessji?","tv",NA,1,16,26,"original",2019
"20748","Mask Man","tv",NA,1,16,39,"original",2005
"20749","Feitian Shaonian","tv",NA,2,15,52,"original",NA
"20750","Jibian Ying Meng","ona",NA,1,15,40,"original",2015
"20751","Lie Che Shou Hun","tv",NA,2,15,46,"original",NA
"20752","Yi Xue","ona",NA,2,15,57,NA,2016
"20753","Qi Ji Leyuan","tv",NA,2,15,52,"original",NA
"20754","Rocket Boy & Toro","tv",NA,1,15,52,"original",NA
"20755","AOKI & Taka no Tsume","ona",NA,5,15,7,"original",2014
"20756","Wo Yao Hui Jia","tv",NA,1,14,26,NA,NA
"20757","Madtoy Chatty","tv",NA,1,14,NA,"original",2022
"20758","Lyeonglihan Neoguli","tv",NA,1,12,63,"original",NA
"20759","Sore Ike! Anpanman: Dororin to Bakeru Carnival","movie",NA,0,10,1,NA,2022
"20760","Zhe Tian","ona",NA,0,6,NA,"web novel",NA
"20761","Hikari: Be my light","ona",NA,0,0,NA,"original",NA
"20762","Shingeki no Kyojin Season 3 Part 2 Specials","special",NA,0,0,3,"manga",NA
"20763","Sakura Kaze","music",NA,0,0,1,"original",NA
"20764","World End Economica","tv",NA,0,0,NA,"visual novel",NA
"20765","Tsukihime - A Piece of Blue Glass Moon -","special",NA,0,0,1,"visual novel",NA
"20766","Guimi Zhi Zhu","ona",NA,0,0,NA,"novel",NA
"20767","Sora no Aosa o Shiru Hito yo Memories of Anohana & Kokosake TV Special Program","special",NA,0,0,1,"original",NA
"20768","Honkai Impact 3 Animation: Will of the Herrscher","special",NA,0,0,1,"game",NA
"20769","JoJo no Kimyou na Bouken: Phantom Blood Pilot","ova",NA,0,0,1,"manga",NA
"20770","Release That Witch","ona",NA,0,0,NA,"novel",NA
"20771","Love Love Campus","ona",NA,0,0,4,NA,NA
"20772","Milky party THE ANIMATION","ova",NA,0,0,1,"web manga",NA
"20773","Rina to Ana","ova",NA,0,0,1,"original",NA
"20774","Glass: The Movie","ona",NA,0,0,1,NA,NA
"20775","The Sun, Moon and Stars","music",NA,0,0,1,"other",NA
"20776","Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen","ova",NA,0,0,3,"manga",NA
"20777","The Lord of the Rings: The War of the Rohirrim","movie",NA,0,0,1,"novel",NA
"20778","My Demon Tyrant and Sweet Baby","ona",NA,0,0,50,"other",NA
"20779","Honkai Impact 3 Animation: Final Lesson","special",NA,0,0,1,"game",NA
"20780","smile smile ship Start!","music",NA,0,0,1,"music",NA
"20781","Juan Siliang 2nd Season","ona",NA,0,0,NA,"original",NA
"20782","Shaonian Ge Xing 3rd Season","ona",NA,0,0,NA,"novel",NA
"20783","Kurayukaba","movie",NA,0,0,NA,"original",NA
"20784","Re: Zero Kara Hajimeru Isekai Seikatsu - Lost in Memories Opening Movie","ona",NA,0,0,1,"light novel",NA
"20785","Shingetsutan Tsukihime Prologue","ova",NA,0,0,1,"visual novel",NA
"20786","DARKEN","music",NA,0,0,1,"music",NA
"20787","My last day","ona",NA,0,0,1,"book",NA
"20788","Azur Lane: Queen's Orders","tv",NA,0,0,NA,"manga",NA
"20789","Mameshiba x Nanatsu no Taizai","ona",NA,0,0,1,NA,NA
"20790","Honkai Impact 3 Animation - Cyberangel: ZERO Exception","special",NA,0,0,1,"game",NA
"20791","Princess Principal: Crown Handler 4","movie",NA,0,0,1,"original",NA
"20792","Princess Principal: Crown Handler 5","movie",NA,0,0,1,"original",NA
"20793","Princess Robot Bubblegum","special",NA,0,0,2,"original",NA
"20794","Transformers: War For Cybertron Trilogy","ona",NA,0,0,NA,"original",NA
"20795","PekoMiko Daisenso!!","music",NA,0,0,1,"original",NA
"20796","Nissin no Donbei x Tensei shitara Slime Datta Ken","ona",NA,0,0,NA,NA,NA
"20797","Say! Fanfare!","music",NA,0,0,1,"original",NA
"20798","Closure no Kimitsu File","ona",NA,0,0,NA,"game",NA
"20799","仙尊奶爸当赘婿","tv",NA,0,0,NA,"web manga",NA
"20800","Princess Principal: Crown Handler 6","movie",NA,0,0,1,"original",NA
"20801","Shokugeki no Souma: Aki no Senbatsu","special",NA,0,0,1,"manga",NA
"20802","Nocturne Boogie","ona",NA,0,0,NA,"original",NA
"20803","Wo De San Ti Zhi Zhang Bei Hai Zhuan","ona",NA,0,0,9,"novel",NA
"20804","Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow Announcement","ona",NA,0,0,1,"light novel",NA
"20805","NEXT COLOR PLANET","music",NA,0,0,1,"original",NA
"20806","Tenkyuu, Suisei wa Yoru wo Mataide","music",NA,0,0,1,"original",NA
"20807","comet","music",NA,0,0,1,"original",NA
"20808","Hololive Error","ona",NA,0,0,NA,"original",NA
"20809","Adam by Eve: A Live in Animation","movie",NA,0,0,1,"original",NA
"20810","Tonari no Youkai-san",NA,NA,0,0,NA,"manga",NA
"20811","Hanahiranime!","ona",NA,0,0,10,"visual novel",NA
"20812","Kusoh no Kikai-tachi no Naka no Hakai no Hatsumei","movie",NA,0,0,1,"original",NA
"20813","Kirin Gogo no Koucha x BanG Dream! Collab Animation CM Koukai!","ona",NA,0,0,1,"original",NA
"20814","Great Teacher Onizuka Recaps","special",NA,0,0,2,"manga",NA
"20815","Inochi Sketch x Mameshiba","ona",NA,0,0,1,NA,NA
"20816","Manifesto","music",NA,0,0,1,"original",NA
"20817","Mézga család","tv",NA,0,0,39,"original",NA
"20818","Honkai Impact 3 Animation: Chapter XI-EX","special",NA,0,0,1,"game",NA
"20819","Honkai Impact 3 Animation: Seele","special",NA,0,0,1,"game",NA
"20820","Honkai Impact 3 Animation: Bronya","special",NA,0,0,1,"game",NA
"20821","Ringo Uri no Utakata Shoujo","music",NA,0,0,1,"original",NA
"20822","Dappou Rock","music",NA,0,0,1,"original",NA
"20823","Berserk (Movie Pilot)","special",NA,0,0,1,"manga",NA
"20824","Mahou Shouju Sherbert","ona",NA,0,0,NA,"other",NA
"20825","Feito/ stay night demomubi (anime)","special",NA,0,0,1,"visual novel",NA
"20826","Fate/Extra CCC Opening Animation","special",NA,0,0,2,"game",NA
"20827","Scourge of the Evil","ova",NA,0,0,1,"original",NA
"20828","Hoshiai no Sora Special Fan Movie","ona",NA,0,0,1,"original",NA
"20829","JoJo no Kimyou na Bouken: The Real 4-D - DIO no Sekai","special",NA,0,0,1,"manga",NA
"20830","Hatsune Miku - Roorin Gaaru","music",NA,0,0,1,"music",NA
"20831","CYaZALEA☆Kiss☆DADANDAAAN","special",NA,0,0,1,"other",NA
"20832","DiSCOVER THE FUTURE","music",NA,0,0,1,"game",NA
"20833","Byoushin wo Kamu","music",NA,0,0,1,"original",NA
"20834","Blue Spirit","music",NA,0,0,1,"game",NA
"20835","Ahoy!! Warera Houshou Kaizoku-dan☆","music",NA,0,0,1,"original",NA
"20836","Nihon Chinbotsu 2020 Gekijou Henshuuban Shizumanu Kibou","movie",NA,0,0,1,"novel",NA
"20837","Sui Cheng Li Xin-Guiyu Zhou Yuan","ona",NA,0,0,1,"original",NA
"20838","Dou Luo Dalu Zhi Hanhai Qiankun Pian","ona",NA,0,0,NA,"original",NA
"20839","ONE OF US","music",NA,0,0,1,"original",NA
"20840","Kyou kara Maou! Taizenshu","special",NA,0,0,9,"light novel",NA
"20841","フルアニ 初回限定版","ova",NA,0,0,1,NA,NA
"20842","Kanpeki Ojou-sama no Watakushi","ova",NA,0,0,4,"other",NA
"20843","Komori-san wa Kotowarenai! Jouhou Corner","special",NA,0,0,1,NA,NA
"20844","Yakuza to Metsuki no Warui Onna Keiji no Hanashi","ona",NA,0,0,NA,"manga",NA
"20845","One Piece x KFC","special",NA,0,0,2,NA,NA
"20846","Glory or Dust","music",NA,0,0,1,"original",NA
"20847","Menu x One Piece","special",NA,0,0,NA,NA,NA
"20848","Choco-sanji","ona",NA,0,0,NA,"other",NA
"20849","Oretachi Majikou Destroy Music Video","music",NA,0,0,1,"manga",NA
"20850","Mashou no Nie 3 Specials","ova",NA,0,0,2,"visual novel",NA
"20851","Jashin-chan Dropkick X: Oobiro-hen","special",NA,0,0,1,"web manga",NA
"20852","Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou","special",NA,0,0,1,NA,NA
"20853","A Day Before Us: Merry Christmas!","ona",NA,0,0,1,"original",NA
"20854","Chu Lian Wei Tian","ona",NA,0,0,16,"manga",NA
"20855","Beat & Motion","tv",NA,0,0,NA,"manga",NA
"20856","Poputepipikku Sai Housou (Rimikkusu-ban)","ona",NA,0,0,12,"4 koma manga",NA
"20857","Irokoizata wa Subete Sakuzu de Kaiketsu Kanou Aru Koto no Shoumei","music",NA,0,0,1,"original",NA
"20858","San Ti","ona",NA,0,0,NA,"novel",NA
"20859","Da Yuzhou Shidai","ona",NA,0,0,NA,"novel",NA
"20860","Mingyun Quan Tai","ona",NA,0,0,NA,"original",NA
"20861","Hentatsu Oumisoka Tokubetsuhan","special",NA,0,0,1,"original",NA
"20862","Omoikou","music",NA,0,0,1,"music",NA
"20863","Kyojin no Hoshi Tokubetsu-hen Hanagata Mitsuru","tv",NA,0,0,13,NA,NA
"20864","Mo Zhuang Chuanshuo","ona",NA,0,0,NA,"original",NA
"20865","Tekken: Bloodline","tv",NA,0,0,NA,"game",NA
"20866","Thrud Kongzhong Nuwushen","ona",NA,0,0,NA,"game",NA
"20867","Peerless Battle Spirit","ona",NA,0,0,NA,"manga",NA
"20868","Isekai Trip-saki de Tasukete Kureta no wa, Hitogoroshi no Shounen deshita. PV","special",NA,0,0,1,"web manga",NA
"20869","Watashi ni Tenshi ga Maiorita! Yokoku","special",NA,0,0,NA,NA,NA
"20870","Choukadou Girl ⅙: Nona Omoide Kiroku","ona",NA,0,0,12,NA,NA
"20871","Magical Suite Prism Nana Prism Box","music",NA,0,0,7,"original",NA
"20872","Beautiful Nightmare feat. Megurine Luka","music",NA,0,0,1,NA,NA
"20873","Rekka no Suiryoku","ona",NA,0,0,1,NA,NA
"20874","Boku wa Tomodachi ga Sukunai Next Picture Drama","special",NA,0,0,1,NA,NA
"20875","SSSS.GRIDMAN -If your smile-","ona",NA,0,0,10,"original",NA
"20876","Tokyo Houkago Summoners: 3 Shuunenkinen PV","ona",NA,0,0,1,"game",NA
"20877","HUMAN LOST feat. J. Balvin / m-flo","music",NA,0,0,1,"novel",NA
"20878","Toshi tōei gekiga Horizon Blue","movie",NA,0,0,1,"book",NA
"20879","Kuiba IV: Mei Lingluo","movie",NA,0,0,1,NA,NA
"20880","Kuiba V: Chongtian Shuo","movie",NA,0,0,1,NA,NA
"20881","Forest and Trees","music",NA,0,0,1,"original",NA
"20882","Dynamics of the Subway","music",NA,0,0,1,"original",NA
"20883","B-PROJECT Kaikan＊Eburidei MV","music",NA,0,0,1,"music",NA
"20884","Ensemble Stars! CG Live Part Collection","ona",NA,0,0,1,"game",NA
"20885","Higanjima X Special","special",NA,0,0,1,"manga",NA
"20886","Pinokiopi - appurudottokomu","music",NA,0,0,1,"music",NA
"20887","Otome Kaibou","music",NA,0,0,1,"music",NA
"20888","Shinsekai Annaisho","music",NA,0,0,1,"original",NA
"20889","Ansatsu Princess","music",NA,0,0,1,"original",NA
"20890","Kimagure Orange☆Road: Summarized Edition","ova",NA,0,0,1,"manga",NA
"20891","Viva Happy","music",NA,0,0,1,"original",NA
"20892","ディズニー ツムツム O Tannenbaum","special",NA,0,0,1,"game",NA
"20893","""Fragtime"" x ""Kine-Pass""","ona",NA,0,0,1,NA,NA
"20894","and, end","ona",NA,0,0,1,"original",NA
